순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국.1,전국.2,서울,서울.1,장르,등급,영화구분,OTT,Netflix
160.0,살인자 리포트,조영준,"주식회사 위드에이스튜디오,(주)엠아이케이스튜디오",,"소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,주식회사 에이투지엔터테인먼트",2025-09-05,개봉영화,장편,한국,771,"3,648,247,360","365,400","1,081,688,490","105,037",드라마,청소년관람불가,일반영화,"Netflix, Netflix Standard with Ads",True
162.0,28년 후,대니 보일,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2025-06-19,개봉영화,장편,미국,939,"3,250,361,960","362,321","1,005,040,460","109,066",공포(호러),청소년관람불가,일반영화,Netflix,True
163.0,트랜스포머 ONE,조시 쿨리,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2024-09-25,개봉영화,장편,미국,"1,060","3,368,873,455","360,891","834,187,480","83,254",애니메이션,전체관람가,일반영화,"Netflix, Netflix Standard with Ads",True
164.0,상견니,황천인,,오드,"오드,리바이브콘텐츠 주식회사,씨제이 씨지브이(CJ CGV)(주)",2023-01-25,개봉영화,장편,대만,699,"3,608,720,638","360,873","1,245,753,581","121,055",드라마,15세이상관람가,일반영화,"wavve, Watcha",False
166.0,임영웅│아임 히어로 더 스타디움,"조우영,정현철",(주)씨제이이엔엠,,"씨지브이 아이스콘,씨제이포디플렉스 주식회사",2024-08-28,개봉영화,장편,한국,224,"10,117,142,500","357,858","3,717,539,500","127,674",공연,전체관람가,일반영화,"Netflix, Netflix Standard with Ads",True
167.0,도그데이즈,김덕민,(주)씨제이이엔엠,,(주)씨제이이엔엠,2024-02-07,개봉영화,장편,한국,847,"3,478,441,608","357,393","838,519,314","82,519",드라마,12세이상관람가,일반영화,"Netflix, Netflix Standard with Ads, TVING",True
168.0,대가족,양우석,게니우스 유한회사,,롯데컬처웍스(주)롯데엔터테인먼트,2024-12-11,개봉영화,장편,한국,939,"3,026,116,800","346,477","844,203,020","94,763",드라마,12세이상관람가,일반영화,"Netflix, Netflix Standard with Ads, TVING",True
172.0,발레리나,렌 와이즈먼,,판씨네마(주),판씨네마(주),2025-08-06,개봉영화,장편,미국,757,"3,182,923,670","319,425","1,095,526,990","105,923",액션,청소년관람불가,일반영화,"Netflix, Netflix Standard with Ads",True
173.0,웅남이,박성광,(주)영화사김치,,씨제이 씨지브이(CJ CGV)(주),2023-03-22,개봉영화,장편,한국,829,"2,867,713,071","314,152","566,405,921","63,793",코미디,15세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
174.0,거미집,김지운,앤솔로지스튜디오(주),,(주)바른손이앤에이,2023-09-27,개봉영화,장편,한국,"1,058","3,003,379,576","313,686","1,014,795,571","104,695",코미디,15세이상관람가,일반영화,"Netflix, Watcha, Netflix Standard with Ads, TVING",True
175.0,1승,신연식,(주) 루스이소니도스,,"(주)콘텐츠지오,(주)키다리스튜디오,㈜아티스트컴퍼니",2024-12-04,개봉영화,장편,한국,995,"2,685,227,430","308,943","751,970,480","83,728",드라마,12세이상관람가,일반영화,Disney Plus,False
176.0,룩백,오시야마 키요타카,,메가박스중앙(주),메가박스중앙(주),2024-09-05,개봉영화,장편,일본,206,"2,872,719,878","299,096","1,162,586,655","113,591",애니메이션,전체관람가,일반영화,Amazon Prime Video,False
179.0,극장판 스파이 패밀리 코드 : 화이트,카타기리 타카시,,에스엠지홀딩스 주식회사,"(주)넥스트엔터테인먼트월드(NEW),(주)대교 미디어콘텐츠사업본부",2024-03-20,개봉영화,장편,일본,917,"2,818,845,965","282,867","906,664,591","87,765",애니메이션,12세이상관람가,일반영화,"Netflix, Disney Plus, Watcha, Netflix Standard with Ads, TVING",True
180.0,브레드이발소: 베이커리타운의 악당들,정지환,주식회사 브레드이발소,,씨제이 씨지브이(CJ CGV)(주),2025-09-27,개봉영화,장편,한국,387,"2,494,627,600","282,480","320,796,600","36,394",애니메이션,전체관람가,일반영화,"Netflix, Netflix Standard with Ads",True
181.0,넘버원,김태용,"주식회사 세미콜론스튜디오,스튜디오더블엠 주식회사",,(주)바이포엠스튜디오,2026-02-11,개봉영화,장편,한국,652,"2,681,906,020","279,958","647,309,870","63,997",드라마,12세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
183.0,용감한 시민,박진표,"스튜디오엔(주),볼미디어(주)",,(주)마인드마크,2023-10-25,개봉영화,장편,한국,887,"2,445,021,472","266,816","504,465,088","53,942",액션,15세이상관람가,일반영화,wavve,False
185.0,뽀로로 극장판 스위트캐슬 대모험,천유림,(주)오콘,,"롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데시네마",2025-12-11,개봉영화,장편,한국,660,"2,301,821,710","265,505","330,834,580","35,054",애니메이션,전체관람가,일반영화,"Watcha, TVING",False
186.0,화란,김창훈,(주)사나이픽처스,,메가박스중앙(주) 플러스엠 엔터테인먼트,2023-10-11,개봉영화,장편,한국,976,"2,505,690,490","263,087","616,084,455","63,712",드라마,15세이상관람가,일반영화,"Netflix, wavve, Netflix Standard with Ads",True
187.0,"안녕, 할부지","심형준,토마스 고",(주)에이컴즈,,(주)바른손이앤에이,2024-09-04,개봉영화,장편,한국,"1,021","2,396,503,239","260,333","705,807,340","73,224",다큐멘터리,전체관람가,일반영화,"Netflix, Watcha, Netflix Standard with Ads",True
188.0,로비,하정우,"워크하우스컴퍼니(주),(주)필름모멘텀",,(주)쇼박스,2025-04-02,개봉영화,장편,한국,"1,013","2,426,172,740","257,760","715,301,300","71,817",드라마,15세이상관람가,일반영화,"Netflix, Watcha, Netflix Standard with Ads, TVING",True
189.0,크리에이터,가렛 에드워즈,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2023-10-03,개봉영화,장편,미국,878,"2,710,714,272","256,803","892,118,530","79,300",SF,12세이상관람가,일반영화,"Netflix, Watcha, Netflix Standard with Ads",True
190.0,옥수역귀신,정용기,"(주)영화사조아,(주)더프라이데이픽처스",,(주)스마일이엔티,2023-04-19,개봉영화,장편,한국,314,"2,741,672,100","256,196","508,562,300","47,121",공포(호러),15세이상관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
192.0,하트맨,최원섭,"(주)무비락,(주)라이크엠컴퍼니",,롯데컬처웍스(주)롯데엔터테인먼트,2026-01-14,개봉영화,장편,한국,839,"2,305,660,270","247,887","544,721,240","55,701",코미디,12세이상관람가,일반영화,"Netflix, Netflix Standard with Ads, TVING",True
194.0,데드맨,하준원,"(주)팔레트픽처스,(주)사람엔터테인먼트",,메가박스중앙(주) 플러스엠 엔터테인먼트,2024-02-07,개봉영화,장편,한국,800,"2,257,546,704","236,661","514,590,306","52,144",범죄,15세이상관람가,일반영화,wavve,False
196.0,소울메이트,민용근,"클라이맥스 스튜디오(주),(주)앤드마크,(주)스튜디오앤뉴,(주)키이스트",,(주)넥스트엔터테인먼트월드(NEW),2023-03-15,개봉영화,장편,한국,749,"2,236,460,069","231,257","805,943,753","81,407",드라마,12세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
198.0,나폴레옹,리들리 스콧,,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023-12-06,개봉영화,장편,미국,822,"2,250,902,673","227,354","792,670,034","76,593",전쟁,15세이상관람가,일반영화,Apple TV,False
202.0,베니스 유령 살인사건,케네스 브래너,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2023-09-13,개봉영화,장편,미국,876,"2,004,013,347","205,102","714,856,546","71,443",범죄,12세이상관람가,일반영화,Disney Plus,False
203.0,사흘,현문섭,(주)아이필름코퍼레이션,,(주)쇼박스,2024-11-14,개봉영화,장편,한국,836,"1,878,697,640","200,490","431,077,120","44,946",공포(호러),15세이상관람가,일반영화,"Netflix, Watcha, Netflix Standard with Ads, TVING",True
204.0,브로큰,김진황,"을지기획 주식회사,(주)사나이픽처스",,(주)바른손이앤에이,2025-02-05,개봉영화,장편,한국,818,"1,821,830,700","196,833","440,534,680","45,522",범죄,15세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
205.0,멍뭉이,김주환,"(주)와이웍스엔터테인먼트,(주)돈키호테엔터테인먼트",,(주)키다리스튜디오,2023-03-01,개봉영화,장편,한국,649,"1,812,783,386","194,391","547,069,576","56,292",드라마,전체관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads",True
207.0,킬링 로맨스,이원석,"(주)영화사 이창,쇼트케이크(주)",,롯데컬처웍스(주)롯데엔터테인먼트,2023-04-14,개봉영화,장편,한국,998,"1,832,316,642","191,542","715,774,760","73,330",코미디,15세이상관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
209.0,백설공주,마크 웹,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2025-03-19,개봉영화,장편,미국,"1,043","1,786,010,770","190,530","476,074,310","47,482",판타지,전체관람가,일반영화,Disney Plus,False
210.0,더 폴: 디렉터스 컷,타셈 싱,,주식회사 오디언스,주식회사 오디언스,2024-12-25,개봉영화,장편,영국,89,"1,945,862,300","188,441","1,178,026,900","110,882",드라마,12세이상관람가,일반영화,Disney Plus,False
212.0,브레드이발소: 셀럽 인 베이커리타운,정지환,주식회사 브레드이발소,,롯데컬처웍스(주)롯데엔터테인먼트,2024-03-01,개봉영화,장편,한국,342,"1,556,568,690","183,479","269,713,920","30,533",애니메이션,전체관람가,일반영화,"Netflix, Netflix Standard with Ads",True
214.0,오멘: 저주의 시작,아르카샤 스티븐슨,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2024-04-03,개봉영화,장편,미국,644,"1,857,073,182","180,448","543,257,823","51,952",공포(호러),15세이상관람가,일반영화,Disney Plus,False
215.0,극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,유야마 쿠니히코,,(주)포켓몬코리아,롯데컬처웍스(주)롯데엔터테인먼트,2025-01-22,개봉영화,장편,일본,667,"1,593,814,180","180,261","280,272,160","30,035",애니메이션,전체관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
216.0,트론: 아레스,요아킴 뢰닝,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2025-10-08,개봉영화,장편,미국,779,"1,899,878,820","172,267","653,344,990","53,959",SF,12세이상관람가,일반영화,Disney Plus,False
218.0,동화지만 청불입니다,이종석,"골드독엔터테인먼트(주),(주)기억속의매미",,"(주)미디어캔,(주)영화특별시에스엠씨",2025-01-08,개봉영화,장편,한국,668,"1,564,238,340","168,500","468,271,220","49,584",코미디,청소년관람불가,일반영화,"Netflix, Netflix Standard with Ads",True
220.0,플라워 킬링 문,마틴 스코세이지,,,롯데컬처웍스(주)롯데엔터테인먼트,2023-10-19,개봉영화,장편,미국,719,"1,573,261,909","166,226","690,991,661","71,910",범죄,청소년관람불가,일반영화,"Apple TV, TVING",False
221.0,마루이 비디오,윤준형,"(주)발포플랜,(주)브라더픽처스",,"씨제이 씨지브이(CJ CGV)(주),(주)케이티알파",2023-02-22,개봉영화,장편,한국,284,"1,704,980,000","165,822","311,428,000","31,090",미스터리,15세이상관람가,일반영화,"wavve, Watcha, TVING",False
222.0,"그 시절, 우리가 좋아했던 소녀",조영명,"(주)영화사테이크,주식회사 자유로픽쳐스",,"(주)위지윅스튜디오,씨제이 씨지브이(CJ CGV)(주)",2025-02-21,개봉영화,장편,한국,709,"1,469,638,000","164,767","418,665,300","46,467",멜로/로맨스,12세이상관람가,일반영화,"Netflix, Watcha, Netflix Standard with Ads, TVING",True
224.0,"포켓몬스터: 성도지방 이야기, 최종장",유야마 쿠니히코,,(주)포켓몬코리아,롯데컬처웍스(주)롯데엔터테인먼트,2024-05-01,개봉영화,장편,일본,710,"1,385,194,057","157,303","254,396,536","27,749",애니메이션,전체관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
226.0,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,,,에스엠지홀딩스 주식회사,(주)넥스트엔터테인먼트월드(NEW),2023-09-28,개봉영화,장편,일본,601,"1,278,771,994","141,025","241,889,990","25,852",애니메이션,전체관람가,일반영화,"Netflix, Netflix Standard with Ads",True
227.0,프로젝트 Y,이환,"클라이맥스 스튜디오(주),주식회사 와우포인트",,메가박스중앙(주) 플러스엠 엔터테인먼트,2026-01-21,개봉영화,장편,한국,800,"1,374,381,060","140,808","450,798,490","43,474",범죄,15세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
228.0,아가일,매튜 본,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2024-02-07,개봉영화,장편,미국,841,"1,422,200,957","138,902","556,245,257","51,412",액션,12세이상관람가,일반영화,"Apple TV, TVING",False
230.0,극장판 슈퍼윙스: 맥시멈 스피드,정길훈,(주)퍼니플럭스,,(주)넥스트엔터테인먼트월드(NEW),2023-07-20,개봉영화,장편,한국,407,"1,192,070,958","135,976","220,161,255","24,155",애니메이션,전체관람가,일반영화,"Netflix, Netflix Standard with Ads",True
231.0,보호자,정우성,(주)영화사테이크,,(주)에이스메이커무비웍스,2023-08-15,개봉영화,장편,한국,685,"1,235,354,700","128,133","338,303,129","33,084",액션,15세이상관람가,일반영화,"Netflix, Netflix Standard with Ads, TVING",True
235.0,패스트 라이브즈,셀린 송,,,(주)씨제이이엔엠,2024-03-06,개봉영화,장편,미국,613,"1,152,005,399","123,671","585,487,208","61,187",드라마,12세이상관람가,일반영화,TVING,False
236.0,필사의 추격,김재훈,"(주)콘텐츠지,TCO(주)더콘텐츠온",,TCO(주)더콘텐츠온,2024-08-21,개봉영화,장편,한국,634,"1,055,865,807","121,335","264,740,327","29,805",코미디,15세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
239.0,말하고 싶은 비밀,,,(주)시그널픽쳐스,"(주)바이포엠스튜디오,홀리가든",2023-12-13,개봉영화,장편,일본,401,"1,121,475,015","118,928","300,248,803","30,907",멜로/로맨스,전체관람가,일반영화,"Netflix, Netflix Standard with Ads",True
243.0,에브리씽 에브리웨어 올 앳 원스+,"다니엘 콴,다니엘 쉐이너트",,(주)더쿱디스트리뷰션,워터홀컴퍼니(주),2023-03-01,개봉영화,장편,미국,199,"1,119,440,084","109,217","615,992,280","59,394",액션,15세이상관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
246.0,캐리와 슈퍼콜라,"오성윤,이춘백",(주)캐리소프트,,롯데컬처웍스(주)롯데엔터테인먼트,2023-01-18,개봉영화,장편,한국,474,"1,004,792,719","108,487","158,701,544","16,509",애니메이션,전체관람가,일반영화,"wavve, Watcha, TVING",False
247.0,에어,벤 애플렉,,워너브러더스 코리아(주),워너브러더스 코리아(주),2023-04-05,개봉영화,장편,미국,656,"1,045,708,581","108,405","455,321,632","46,207",드라마,15세이상관람가,일반영화,Amazon Prime Video,False
248.0,올빼미,안태진,(주)씨제스스튜디오,,(주)넥스트엔터테인먼트월드(NEW),2022-11-23,개봉영화,장편,한국,"1,541","1,091,352,574","106,780","408,628,951","39,675",스릴러,15세이상관람가,일반영화,"Netflix, Disney Plus, Netflix Standard with Ads",True
249.0,괴기열차,탁세웅,(주)메이킹에이프린트,,(주)넥스트엔터테인먼트월드(NEW),2025-07-09,개봉영화,장편,한국,578,"980,057,850","105,618","195,269,150","20,214",공포(호러),15세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
250.0,스트리밍,조장호,베리굿스튜디오(주),,롯데컬처웍스(주)롯데엔터테인먼트,2025-03-21,개봉영화,장편,한국,819,"1,010,579,120","104,505","311,294,500","31,001",스릴러,청소년관람불가,일반영화,"Netflix, Netflix Standard with Ads, TVING",True
252.0,뉴 노멀,정범식,언파스튜디오,,(주)바이포엠스튜디오,2023-11-08,개봉영화,장편,한국,546,"973,948,873","101,636","308,364,559","31,582",스릴러,15세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
253.0,귀신 부르는 앱: 영,,(주)하트피플,,(주)삼백상회,2026-02-18,개봉영화,장편,한국,190,"998,226,700","101,537","184,199,900","19,402",공포(호러),15세이상관람가,일반영화,"Watcha, TVING",False
254.0,비키퍼,데이비드 에이어,,(주)올스타엔터테인먼트,(주)바른손이앤에이,2024-04-03,개봉영화,장편,미국,713,"945,286,905","101,325","286,838,175","30,617",액션,청소년관람불가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads",True
258.0,아마추어,제임스 하위스,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2025-04-09,개봉영화,장편,미국,728,"905,461,350","96,448","314,295,570","32,758",액션,12세이상관람가,일반영화,Disney Plus,False
259.0,명탐정 코난: 세기말의 마술사,코다마 켄지,,(주)씨제이이엔엠,(주)씨제이이엔엠,2026-03-27,개봉영화,장편,일본,252,"988,135,450","96,159","291,235,500","27,341",애니메이션,12세이상관람가,일반영화,Watcha,False
260.0,화사한 그녀,이승준,"(주)신영이엔씨,(주)제이앤씨미디어그룹",,"(주)제이앤씨미디어그룹,주식회사 로아앤코홀딩스",2023-10-11,개봉영화,장편,한국,414,"888,872,900","96,146","232,519,400","24,701",코미디,12세이상관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
262.0,프랑켄슈타인 : 더 뮤지컬 라이브,박재석,(주)위즈온센,,"(주)위즈온센,메가박스중앙(주)",2025-09-18,개봉영화,장편,한국,176,"2,303,799,100","93,574","926,907,800","37,856",공연,15세이상관람가,일반영화,Disney Plus,False
266.0,명탐정 코난: 17년 전의 진상,야마모토 야스이치로,,(주)씨제이이엔엠,(주)씨제이이엔엠,2025-09-19,개봉영화,장편,일본,271,"936,247,600","89,624","235,752,800","21,887",애니메이션,12세이상관람가,일반영화,TVING,False
269.0,더러운 돈에 손대지 마라,김민수,리양필름(주),,(주)에이스메이커무비웍스,2024-10-17,개봉영화,장편,한국,796,"814,106,280","88,272","181,884,350","18,822",범죄,15세이상관람가,일반영화,"Watcha, TVING",False
272.0,명탐정 코난: 시한장치의 마천루,코다마 켄지,,(주)씨제이이엔엠,(주)씨제이이엔엠,2024-10-02,개봉영화,장편,일본,554,"786,643,290","83,105","174,962,450","17,907",애니메이션,12세이상관람가,일반영화,"Watcha, TVING",False
273.0,극장판 프로젝트 세카이 부서진 세카이와 전해지지 않는 미쿠의 노래,,,(주)애니플러스,(주)애니플러스,2025-05-29,개봉영화,장편,일본,167,"776,998,450","82,581","288,796,640","28,722",애니메이션,전체관람가,일반영화,"Watcha, TVING",False
275.0,파벨만스,스티븐 스필버그,,(주)씨제이이엔엠,(주)씨제이이엔엠,2023-03-22,개봉영화,장편,미국,450,"814,957,157","80,767","462,207,739","45,287",드라마,12세이상관람가,일반영화,"Watcha, TVING",False
281.0,악마들,김재훈,(주)콘텐츠지,,TCO(주)더콘텐츠온,2023-07-05,개봉영화,장편,한국,613,"798,202,273","79,688","171,214,593","16,709",액션,청소년관람불가,일반영화,"Netflix, Netflix Standard with Ads",True
282.0,명탐정 코난: 14번째 표적,코다마 켄지,,(주)씨제이이엔엠,(주)씨제이이엔엠,2025-02-14,개봉영화,장편,일본,587,"744,149,040","79,182","177,235,800","17,911",애니메이션,12세이상관람가,일반영화,"Watcha, TVING",False
286.0,직장상사 길들이기,샘 레이미,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2026-01-28,개봉영화,장편,미국,661,"714,197,500","75,760","270,486,580","27,751",스릴러,15세이상관람가,일반영화,Disney Plus,False
287.0,나의 히어로 아카데미아 더 무비: 유어 넥스트,오카무라 텐사이,,대원미디어(주),씨제이 씨지브이(CJ CGV)(주),2024-11-20,개봉영화,장편,일본,177,"739,618,100","75,305","262,425,500","25,916",애니메이션,12세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
288.0,신비아파트 극장판 차원도깨비와 7개의 세계,변영규,(주)씨제이이엔엠,,(주)씨제이이엔엠,2022-12-14,개봉영화,장편,한국,665,"708,846,095","75,109","86,626,606","9,063",애니메이션,전체관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
289.0,유미의 세포들 더 무비,,"(주)로커스,스튜디오엔(주)",,"씨제이 씨지브이(CJ CGV)(주),롯데컬처웍스(주)롯데시네마",2024-04-03,개봉영화,장편,한국,441,"589,527,900","73,531","193,153,050","24,611",애니메이션,전체관람가,일반영화,TVING,False
291.0,젠틀맨,김경원,"(주)트릭스터,주식회사 에이치앤드엔터테인먼트",,메가박스중앙(주) 플러스엠 엔터테인먼트,2022-12-28,개봉영화,장편,한국,751,"696,066,848","72,160","228,602,000","23,429",범죄,15세이상관람가,일반영화,wavve,False
292.0,세븐틴 투어 ‘팔로우’ 어게인 투 시네마,오윤동,"씨제이포디플렉스 주식회사,스크린엑스 스튜디오",,씨제이포디플렉스 주식회사,2024-08-14,개봉영화,장편,한국,107,"1,785,890,500","71,448","812,405,000","32,508",공연,전체관람가,일반영화,Disney Plus,False
295.0,시스터,진성문,(주)와인드업필름,,"주식회사 로아앤코홀딩스,씨지브이 픽처스",2026-01-28,개봉영화,장편,한국,650,"586,044,080","70,293","179,672,140","21,182",스릴러,15세이상관람가,일반영화,Netflix,True
296.0,나쁜계집애: 달려라 하니,허정수,"(주)플레이칸,(주)스튜디오고인돌,(주)레드독컬처하우스",,(주)넥스트엔터테인먼트월드(NEW),2025-10-07,개봉영화,장편,한국,487,"631,144,230","69,670","187,555,500","19,637",애니메이션,전체관람가,일반영화,"Netflix, Watcha, Netflix Standard with Ads, TVING",True
297.0,바이러스,강이관,더램프스튜디오(주),,(주)바이포엠스튜디오,2025-05-07,개봉영화,장편,한국,663,"610,906,960","68,537","191,887,900","20,210",드라마,12세이상관람가,일반영화,"Netflix Standard with Ads, TVING",False
299.0,귀시,홍원기,"(주)제리굿컴퍼니,쟈니브로스(주)",,"(주)바이포엠스튜디오,(주)제리굿컴퍼니",2025-09-17,개봉영화,장편,한국,621,"681,253,410","68,281","147,245,100","14,415",공포(호러),15세이상관람가,일반영화,Disney Plus,False
300.0,도티와 영원의 탑,"배완,양희성,박인한",(주)샌드박스네트워크,,(주)넥스트엔터테인먼트월드(NEW),2023-12-27,개봉영화,장편,한국,370,"628,774,015","67,840","120,423,064","12,662",애니메이션,전체관람가,일반영화,"wavve, Watcha, TVING",False
303.0,쏘우 X,케빈 그루터트,,(주)올스타엔터테인먼트,"(주)올스타엔터테인먼트,(주)플레이그램",2023-12-13,개봉영화,장편,미국,571,"679,602,885","65,130","205,764,524","19,469",공포(호러),청소년관람불가,일반영화,"wavve, TVING",False
305.0,우마무스메 프리티 더비 새로운 시대의 문,,,(주)애니플러스,(주)애니플러스,2024-07-11,개봉영화,장편,일본,136,"684,501,192","64,725","312,368,674","27,910",애니메이션,전체관람가,일반영화,Watcha,False
306.0,브링 허 백,"대니 필리푸,마이클 필리푸",,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2025-06-06,개봉영화,장편,미국,246,"537,796,000","64,268","206,137,300","24,557",공포(호러),청소년관람불가,일반영화,"Netflix, Netflix Standard with Ads",True
307.0,머티리얼리스트,셀린 송,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2025-08-08,개봉영화,장편,미국,172,"590,015,500","63,628","355,140,060","36,421",멜로/로맨스,12세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
309.0,익스펜더블 4,스캇 워프,,(주)올스타엔터테인먼트,"(주)올스타엔터테인먼트,(주)플레이그램",2023-10-18,개봉영화,장편,미국,634,"604,243,589","63,178","172,746,189","17,987",액션,청소년관람불가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
310.0,메소드연기,이기혁,(주)런업컴퍼니,,(주)바이포엠스튜디오,2026-03-18,개봉영화,장편,한국,519,"578,966,130","62,639","199,464,920","19,197",드라마,12세이상관람가,일반영화,"Disney Plus, wavve",False
311.0,시크릿쥬쥬 마법의 하모니,조경호,,,(주)씨제이이엔엠,2025-05-01,개봉영화,장편,한국,575,"557,216,160","62,103","81,835,400","8,525",애니메이션,전체관람가,일반영화,TVING,False
313.0,레드 원,제이크 캐스단,,워너브러더스 코리아(주),워너브러더스 코리아(주),2024-11-06,개봉영화,장편,미국,598,"594,041,280","60,575","173,879,900","16,513",액션,12세이상관람가,일반영화,Amazon Prime Video,False
315.0,컴플리트 언노운,제임스 맨골드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2025-02-26,개봉영화,장편,미국,455,"582,414,630","60,363","281,550,270","28,258",드라마,12세이상관람가,일반영화,Disney Plus,False
319.0,귀신경찰,김영준,HJ필름,,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",2025-01-24,개봉영화,장편,한국,378,"506,365,800","58,631","105,543,400","12,452",코미디,12세이상관람가,일반영화,"Watcha, TVING",False
321.0,나혼자 프린스,김성훈,"(주)제리굿컴퍼니,(주)영화사 이창,(주)웨스트월드",,"씨제이 씨지브이(CJ CGV)(주),(주)제리굿컴퍼니,씨지브이 픽처스",2025-11-19,개봉영화,장편,한국,536,"509,506,310","56,198","128,683,000","13,962",코미디,12세이상관람가,일반영화,Disney Plus,False
322.0,스마일 2,파커 핀,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2024-10-16,개봉영화,장편,미국,549,"550,694,670","56,072","183,676,500","18,687",공포(호러),청소년관람불가,일반영화,"Netflix, Netflix Standard with Ads",True
323.0,바람 따라 만나리 : 김호중의 계절,오윤동,씨제이포디플렉스 주식회사,,"씨제이포디플렉스 주식회사,씨지브이 아이스콘",2023-10-18,개봉영화,장편,한국,78,"1,259,322,000","56,054","473,464,500","21,070",공연,전체관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
324.0,영화 이상한 과자 가게 전천당,나카타 히데오,,에스엠지홀딩스 주식회사,(주)넥스트엔터테인먼트월드(NEW),2025-02-19,개봉영화,장편,일본,246,"472,242,300","55,862","81,106,100","9,850",판타지,전체관람가,일반영화,TVING,False
327.0,사운드 오브 프리덤,알레한드로 고메즈 몬테베르드,,(주)콘텐츠판다,(주)넥스트엔터테인먼트월드(NEW),2024-02-21,개봉영화,장편,미국,248,"578,652,700","53,312","177,090,400","17,257",범죄,15세이상관람가,일반영화,"Netflix, Netflix Standard with Ads",True
331.0,기동전사 건담 시드 프리덤,후쿠다 미츠오,,(주)케이티알파,워터홀컴퍼니(주),2024-04-03,개봉영화,장편,일본,418,"555,481,523","52,443","206,238,861","19,038",애니메이션,12세이상관람가,일반영화,"Netflix, wavve, Watcha, Netflix Standard with Ads, TVING",True
339.0,엘리자벳: 더 뮤지컬 라이브,박재석,(주)위즈온센,,"(주)위즈온센,메가박스중앙(주)",2024-10-16,개봉영화,장편,한국,129,"1,205,556,400","49,275","516,075,800","21,177",공연,12세이상관람가,일반영화,Disney Plus,False
340.0,엘리: 몬스터 패밀리,"피엣 드 라이커,예스퍼 묄러",,(주)올스타엔터테인먼트,"(주)올스타엔터테인먼트,(주)플레이그램",2025-02-14,개봉영화,장편,독일,345,"410,995,440","49,130","60,666,020","6,868",애니메이션,전체관람가,일반영화,Watcha,False
