순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
99,극장판 짱구는 못말려: 우리들의 공룡일기,사사키 시노부,,(주)씨제이이엔엠,(주)씨제이이엔엠,2024-12-18,개봉영화,장편,일본,880,"7,601,454,900","809,879","1,221,945,620","125,111",애니메이션,전체관람가,일반영화
100,명탐정코난: 흑철의 어영,타치카와 유즈루,,(주)씨제이이엔엠,(주)씨제이이엔엠,2023-07-20,개봉영화,장편,일본,"1,030","7,705,318,105","801,511","1,867,772,046","189,282",애니메이션,12세이상관람가,일반영화
101,청설,조선호,(주)무비락,,메가박스중앙(주) 플러스엠 엔터테인먼트,2024-11-06,개봉영화,장편,한국,"1,060","7,472,963,310","800,982","2,156,026,270","219,987",드라마,전체관람가,일반영화
102,거룩한 밤: 데몬 헌터스,임대희,"주식회사 빅펀치픽쳐스,(주)노바필름",,롯데컬처웍스(주)롯데엔터테인먼트,2025-04-30,개봉영화,장편,한국,"1,097","7,205,989,400","777,649","1,428,075,700","148,687",액션,15세이상관람가,일반영화
103,신명,김남균,(주)열공영화제작소,,"(주)열공영화제작소,(주)스마일이엔티,주식회사 블루필름웍스",2025-06-02,개봉영화,장편,한국,771,"7,359,521,780","775,407","1,386,811,620","143,476",드라마,15세이상관람가,일반영화
104,트랜스포머: 비스트의 서막,스티븐 카플 주니어,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2023-06-06,개봉영화,장편,미국,"1,123","7,786,907,316","769,993","1,752,328,778","164,057",액션,12세이상관람가,일반영화
105,호퍼스,다니엘 총,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2026-03-04,개봉영화,장편,미국,"1,013","7,528,617,010","763,965","2,269,527,480","217,623",애니메이션,전체관람가,일반영화
106,명탐정 코난: 100만 달러의 펜타그램,나가오카 치카,TMS 엔터테인먼트,(주)씨제이이엔엠,(주)씨제이이엔엠,2024-07-17,개봉영화,장편,일본,"1,089","7,334,914,832","753,606","1,858,756,932","181,923",애니메이션,12세이상관람가,일반영화
107,대외비,이원태,"(주)트윈필름,(주)비에이엔터테인먼트",,메가박스중앙(주) 플러스엠 엔터테인먼트,2023-03-01,개봉영화,장편,한국,"1,157","7,433,002,721","752,559","1,608,997,022","160,400",범죄,15세이상관람가,일반영화
108,극장판 하이큐!! 쓰레기장의 결전,미츠나카 스스무,,에스엠지홀딩스 주식회사,"(주)넥스트엔터테인먼트월드(NEW),씨제이 씨지브이(CJ CGV)(주)",2024-05-15,개봉영화,장편,일본,"1,212","7,635,268,967","744,645","2,322,278,543","217,437",애니메이션,전체관람가,일반영화
109,퍼스트 라이드,남대중,"주식회사 브레인샤워,주식회사 티에이치스토리(TH STORY)",,(주)쇼박스,2025-10-29,개봉영화,장편,한국,"1,227","6,844,374,490","742,535","1,563,120,470","162,708",코미디,12세이상관람가,일반영화
110,명탐정 코난: 척안의 잔상,시게하라 카츠야,,(주)씨제이이엔엠,(주)씨제이이엔엠,2025-07-16,개봉영화,장편,일본,901,"7,276,851,240","739,385","1,934,851,630","187,059",애니메이션,12세이상관람가,일반영화
111,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,하시모토 마사카즈,,(주)씨제이이엔엠,(주)씨제이이엔엠,2023-05-04,개봉영화,장편,일본,844,"7,223,190,733","728,887","1,077,099,251","104,117",애니메이션,전체관람가,일반영화
112,프레디의 피자가게,엠마 타미,유니버설픽쳐스인터내셔널 코리아(유),,유니버설픽쳐스인터내셔널 코리아(유),2023-11-15,개봉영화,장편,미국,"1,041","6,960,971,006","712,361","1,097,957,816","108,754",공포(호러),12세이상관람가,일반영화
113,행복의 나라,추창민,"(주)파파스필름,오스카10스튜디오",,(주)넥스트엔터테인먼트월드(NEW),2024-08-14,개봉영화,장편,한국,"1,096","6,561,260,142","710,327","1,551,238,962","164,182",드라마,12세이상관람가,일반영화
114,더 마블스,니아 다코스타,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2023-11-08,개봉영화,장편,미국,"1,532","6,841,156,465","690,814","1,932,480,968","181,909",액션,12세이상관람가,일반영화
115,탈출: 프로젝트 사일런스,김태곤,"씨제이이엔엠 스튜디오스 주식회사,블라드스튜디오",,(주)씨제이이엔엠,2024-07-12,개봉영화,장편,한국,"1,078","6,704,394,362","687,918","1,352,141,401","133,688",스릴러,15세이상관람가,일반영화
116,리바운드,장항준,"(주)비에이엔터테인먼트,워크하우스컴퍼니(주)",,(주)바른손이앤에이,2023-04-05,개봉영화,장편,한국,"1,154","6,585,399,348","686,293","1,788,626,037","182,084",드라마,12세이상관람가,일반영화
117,귀공자,박훈정,"(주)영화사 금월,(주)스튜디오앤뉴",,(주)넥스트엔터테인먼트월드(NEW),2023-06-21,개봉영화,장편,한국,966,"6,703,071,465","682,742","1,626,471,729","162,939",액션,청소년관람불가,일반영화
118,와일드 로봇,크리스 샌더스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2024-10-01,개봉영화,장편,미국,"1,062","6,096,775,545","673,737","1,595,554,760","167,225",애니메이션,전체관람가,일반영화
119,유령,이해영,더램프스튜디오(주),,(주)씨제이이엔엠,2023-01-18,개봉영화,장편,한국,"1,099","6,760,765,879","664,146","1,745,733,606","168,158",드라마,15세이상관람가,일반영화
120,보통의 가족,허진호,(주)하이브미디어코프,,"(주)하이브미디어코프,(주)마인드마크",2024-10-16,개봉영화,장편,한국,"1,277","6,043,915,570","649,895","1,722,237,470","179,337",드라마,15세이상관람가,일반영화
121,인어공주,롭 마샬,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2023-05-24,개봉영화,장편,미국,"1,364","6,668,613,190","647,706","1,961,448,868","178,418",뮤지컬,전체관람가,일반영화
122,플래시,안드레스 무시에티,,워너브러더스 코리아(주),워너브러더스 코리아(주),2023-06-14,개봉영화,장편,미국,"1,258","6,735,756,989","635,269","2,222,809,918","197,629",액션,12세이상관람가,일반영화
123,원더랜드,김태용,"(주)영화사봄,(주)기린제작사",,(주)에이스메이커무비웍스,2024-06-05,개봉영화,장편,한국,"1,165","5,873,441,710","620,992","1,630,496,539","164,185",드라마,12세이상관람가,일반영화
124,트위스터스,정이삭,,워너브러더스 코리아(주),워너브러더스 코리아(주),2024-08-14,개봉영화,장편,미국,874,"6,433,826,349","620,230","2,122,230,089","195,339",액션,12세이상관람가,일반영화
125,엘리오,"도미 시,매들린 샤라피안,아드리안 몰리나",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2025-06-18,개봉영화,장편,미국,"1,110","5,625,275,750","615,812","1,584,104,790","164,013",애니메이션,전체관람가,일반영화
126,조커: 폴리 아 되,토드 필립스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2024-10-01,개봉영화,장편,미국,"1,385","6,374,984,320","612,207","2,316,960,850","209,467",범죄,15세이상관람가,일반영화
127,아마존 활명수,김창주,"(주)로드픽쳐스,(주)씨제이이엔엠",,(주)바른손이앤에이,2024-10-30,개봉영화,장편,한국,"1,479","5,390,831,280","606,612","1,178,671,940","128,077",코미디,12세이상관람가,일반영화
128,판타스틱 4: 새로운 출발,맷 샤크먼,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2025-07-24,개봉영화,장편,미국,"1,027","6,387,300,290","590,759","2,110,610,470","181,098",액션,12세이상관람가,일반영화
129,바비,그레타 거윅,,워너브러더스 코리아(주),워너브러더스 코리아(주),2023-07-19,개봉영화,장편,미국,780,"5,752,206,126","585,502","2,781,106,021","274,979",기타,12세이상관람가,일반영화
130,콰이어트 플레이스: 첫째 날,마이클 사노스키,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2024-06-26,개봉영화,장편,미국,942,"5,381,760,525","552,619","1,591,925,526","155,608",스릴러,15세이상관람가,일반영화
131,파과,민규동,(주)수필름,,(주)넥스트엔터테인먼트월드(NEW),2025-04-30,개봉영화,장편,한국,746,"5,264,341,000","550,762","1,661,397,080","166,197",액션,15세이상관람가,일반영화
132,윗집 사람들,하정우,"(주)싸이더스,워크하우스컴퍼니(주)",,(주)바이포엠스튜디오,2025-12-03,개봉영화,장편,한국,762,"5,217,047,460","540,298","1,351,939,120","136,333",드라마,청소년관람불가,일반영화
133,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",소토자키 하루오,,주식회사 애니맥스브로드캐스팅코리아,(주)디스테이션,2023-03-02,개봉영화,장편,일본,410,"6,586,552,900","535,969","1,625,475,500","122,782",애니메이션,15세이상관람가,일반영화
134,3일의 휴가,육상효,글뫼 주식회사,,(주)쇼박스,2023-12-06,개봉영화,장편,한국,863,"4,921,168,917","525,427","1,087,727,701","114,759",판타지,12세이상관람가,일반영화
135,설계자,이요섭,영화사 집,,(주)넥스트엔터테인먼트월드(NEW),2024-05-29,개봉영화,장편,한국,"1,345","4,728,639,867","525,369","1,268,452,150","133,440",범죄,15세이상관람가,일반영화
136,원 배틀 애프터 어나더,폴 토마스 앤더슨,,워너브러더스 코리아(주),워너브러더스 코리아(주),2025-10-01,개봉영화,장편,미국,618,"5,574,985,250","523,205","2,480,671,500","221,893",범죄,15세이상관람가,일반영화
137,고질라 X 콩: 뉴 엠파이어,아담 윈가드,,워너브러더스 코리아(주),워너브러더스 코리아(주),2024-03-27,개봉영화,장편,미국,995,"5,110,301,281","510,292","1,137,796,372","104,617",액션,12세이상관람가,일반영화
138,빅토리,박범수,(주)안나푸르나필름,,(주)마인드마크,2024-08-14,개봉영화,장편,한국,789,"4,544,420,767","508,220","1,274,704,857","139,446",드라마,12세이상관람가,일반영화
139,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",소토자키 하루오,,주식회사 애니맥스브로드캐스팅코리아,씨제이 씨지브이(CJ CGV)(주),2024-02-14,개봉영화,장편,일본,393,"5,625,264,900","497,320","1,464,649,800","118,816",애니메이션,15세이상관람가,일반영화
140,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,하시모토 마사카즈,,(주)씨제이이엔엠,(주)씨제이이엔엠,2025-12-24,개봉영화,장편,일본,751,"4,642,672,160","488,704","833,673,220","83,041",애니메이션,전체관람가,일반영화
141,더 문,김용화,"씨제이이엔엠 스튜디오스 주식회사,블라드스튜디오",,(주)씨제이이엔엠,2023-08-02,개봉영화,장편,한국,"1,187","4,893,985,038","486,060","1,447,945,116","132,243",SF,12세이상관람가,일반영화
142,릴로 & 스티치,딘 플라이셔 캠프,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2025-05-21,개봉영화,장편,미국,"1,034","4,573,953,310","485,125","1,426,085,890","143,263",애니메이션,전체관람가,일반영화
143,소년들,정지영,"(주)아우라픽처스,(주)씨제이이엔엠",,(주)씨제이이엔엠,2023-11-01,개봉영화,장편,한국,"1,042","4,303,729,586","452,858","863,053,636","88,316",드라마,15세이상관람가,일반영화
144,악마가 이사왔다,이상근,(주)외유내강,,(주)씨제이이엔엠,2025-08-13,개봉영화,장편,한국,974,"4,136,550,810","437,666","1,024,268,580","101,991",미스터리,12세이상관람가,일반영화
145,타겟,박희곤,주식회사 스튜디오피어나,,메가박스중앙(주) 플러스엠 엔터테인먼트,2023-08-30,개봉영화,장편,한국,986,"4,003,424,694","424,916","887,077,277","92,021",스릴러,15세이상관람가,일반영화
146,보고타: 마지막 기회의 땅,김성제,"(주)영화사수박,(주)이디오플랜",,메가박스중앙(주) 플러스엠 엔터테인먼트,2024-12-31,개봉영화,장편,한국,"1,029","3,899,557,760","422,366","1,009,340,700","106,928",범죄,15세이상관람가,일반영화
147,컨저링: 마지막 의식,마이클 차베즈,,워너브러더스 코리아(주),워너브러더스 코리아(주),2025-09-03,개봉영화,장편,미국,917,"4,433,064,090","420,647","1,115,700,220","100,202",공포(호러),15세이상관람가,일반영화
148,서치 2,"니콜라스 D 존슨,윌 메릭",,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023-02-22,개봉영화,장편,미국,868,"4,084,323,024","414,598","1,477,904,423","148,045",미스터리,12세이상관람가,일반영화
149,짱구,"정우,오성호",(주)팬엔터테인먼트,,(주)바이포엠스튜디오,2026-04-22,개봉영화,장편,한국,878,"4,011,092,740","410,991","514,061,220","52,545",드라마,15세이상관람가,일반영화
150,트롤: 밴드 투게더,월트 도른,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2023-12-20,개봉영화,장편,미국,845,"3,756,959,485","407,589","822,397,119","86,129",애니메이션,전체관람가,일반영화
151,인시디어스: 빨간 문,패트릭 윌슨,,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023-07-19,개봉영화,장편,미국,758,"4,096,944,506","401,656","935,224,355","89,193",공포(호러),15세이상관람가,일반영화
152,싱글 인 서울,박범수,"(주)디씨지플러스,(주)명필름,(주)인사이트필름",,롯데컬처웍스(주)롯데엔터테인먼트,2023-11-29,개봉영화,장편,한국,917,"3,748,567,012","400,651","1,359,848,882","139,476",멜로/로맨스,12세이상관람가,일반영화
153,배드 가이즈 2,피에르 페리펠,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2025-07-30,개봉영화,장편,미국,769,"3,607,682,190","399,886","695,486,560","71,947",애니메이션,전체관람가,일반영화
154,스위치,마대윤,(주)하이브미디어코프,,롯데컬처웍스(주)롯데엔터테인먼트,2023-01-04,개봉영화,장편,한국,912,"3,793,820,810","399,162","977,792,939","103,811",기타,12세이상관람가,일반영화
155,카운트,권혁재,(주)필름케이,,(주)씨제이이엔엠,2023-02-22,개봉영화,장편,한국,946,"3,772,828,091","397,303","821,482,315","86,921",드라마,12세이상관람가,일반영화
156,뽀로로 극장판 바닷속 대모험,윤제완,(주)오콘,,씨제이 씨지브이(CJ CGV)(주),2025-01-01,개봉영화,장편,한국,791,"3,372,780,820","397,084","412,157,540","45,632",애니메이션,전체관람가,일반영화
157,뽀로로 극장판 슈퍼스타 대모험,"윤제완,김성민",(주)오콘,,씨제이 씨지브이(CJ CGV)(주),2023-12-13,개봉영화,장편,한국,850,"3,532,753,203","387,485","451,402,165","46,970",애니메이션,전체관람가,일반영화
158,늘봄가든,구태진,(주)바이어스이엔티,,"(주)바이포엠스튜디오,(주)제이앤씨미디어그룹",2024-08-21,개봉영화,장편,한국,875,"3,664,813,577","380,376","527,061,402","53,834",공포(호러),15세이상관람가,일반영화
159,극장판 주술회전: 시부야사변 X 사멸회유,고쇼조노 쇼타,,대원미디어(주),메가박스중앙(주),2025-12-03,개봉영화,장편,일본,756,"3,726,492,870","367,726","1,037,923,140","96,219",애니메이션,15세이상관람가,일반영화
160,살인자 리포트,조영준,"주식회사 위드에이스튜디오,(주)엠아이케이스튜디오",,"소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,주식회사 에이투지엔터테인먼트",2025-09-05,개봉영화,장편,한국,771,"3,648,247,360","365,400","1,081,688,490","105,037",드라마,청소년관람불가,일반영화
161,가필드 더 무비,마크 딘달,,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2024-05-15,개봉영화,장편,미국,873,"3,184,542,165","362,396","741,943,431","82,016",애니메이션,전체관람가,일반영화
162,28년 후,대니 보일,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2025-06-19,개봉영화,장편,미국,939,"3,250,361,960","362,321","1,005,040,460","109,066",공포(호러),청소년관람불가,일반영화
163,트랜스포머 ONE,조시 쿨리,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2024-09-25,개봉영화,장편,미국,"1,060","3,368,873,455","360,891","834,187,480","83,254",애니메이션,전체관람가,일반영화
164,상견니,황천인,,오드,"오드,리바이브콘텐츠 주식회사,씨제이 씨지브이(CJ CGV)(주)",2023-01-25,개봉영화,장편,대만,699,"3,608,720,638","360,873","1,245,753,581","121,055",드라마,15세이상관람가,일반영화
165,더 넌 2,마이클 차베즈,,워너브러더스 코리아(주),워너브러더스 코리아(주),2023-09-27,개봉영화,장편,미국,720,"3,754,295,273","360,743","894,025,164","83,753",공포(호러),15세이상관람가,일반영화
166,임영웅│아임 히어로 더 스타디움,"조우영,정현철",(주)씨제이이엔엠,,"씨지브이 아이스콘,씨제이포디플렉스 주식회사",2024-08-28,개봉영화,장편,한국,224,"10,117,142,500","357,858","3,717,539,500","127,674",공연,전체관람가,일반영화
